time,similarity,gateways,collaborators
2019-05-05 23:28:24,0.9229999999999999,5,6
2019-05-05 23:28:28,0.8959999999999999,8,6
2019-05-05 23:28:32,0.922,8,6
2019-05-05 23:28:36,0.975,9,6
2019-05-05 23:28:39,0.9470000000000001,9,6
2019-05-05 23:29:02,0.895,8,6
2019-05-05 23:29:06,0.887,8,6
2019-05-05 23:29:09,0.973,10,6
2019-05-05 23:29:12,0.993,10,6
2019-05-05 23:29:16,0.9209999999999999,8,6
2019-05-05 23:29:19,0.9670000000000001,10,6
2019-05-05 23:29:22,0.879,8,6
2019-05-05 23:29:25,0.935,9,6
2019-05-05 23:29:28,0.972,10,6
2019-05-05 23:29:31,0.935,10,6
2019-05-05 23:29:37,0.988,7,6
2019-05-05 23:29:41,0.95,6,6
2019-05-05 23:29:44,0.895,8,6
2019-05-05 23:29:48,0.946,7,6
2019-05-05 23:29:51,0.9840000000000001,8,6
2019-05-05 23:29:55,0.993,8,6
2019-05-05 23:29:58,0.919,9,6
2019-05-05 23:30:02,0.917,7,6
2019-05-05 23:30:06,0.8,7,6
2019-05-05 23:30:09,0.919,8,6
2019-05-05 23:30:32,0.905,10,6
2019-05-05 23:30:36,0.904,7,6
2019-05-05 23:30:39,0.9059999999999999,9,6
2019-05-05 23:30:42,0.976,10,6
2019-05-05 23:30:46,0.945,10,6
2019-05-05 23:30:49,0.858,8,6
2019-05-05 23:30:52,0.9840000000000001,7,6
2019-05-05 23:30:55,0.9390000000000001,9,6
2019-05-05 23:30:58,0.956,9,6
2019-05-05 23:31:01,0.915,9,6
2019-05-05 23:31:07,0.9179999999999999,8,6
2019-05-05 23:31:11,0.894,9,6
2019-05-05 23:31:14,0.9129999999999999,7,6
2019-05-05 23:31:18,0.932,8,6
2019-05-05 23:31:21,0.884,7,6
2019-05-05 23:31:24,0.9940000000000001,5,6
2019-05-05 23:31:28,0.873,8,6
2019-05-05 23:31:32,0.8690000000000001,7,6
2019-05-05 23:31:36,0.9079999999999999,7,6
2019-05-05 23:31:39,0.898,9,6
2019-05-05 23:32:02,0.929,10,6
2019-05-05 23:32:06,0.997,6,6
2019-05-05 23:32:09,0.938,10,6
2019-05-05 23:32:12,0.977,10,6
2019-05-05 23:32:16,0.935,8,6
2019-05-05 23:32:19,0.976,10,6
2019-05-05 23:32:22,0.9840000000000001,9,6
2019-05-05 23:32:25,0.987,10,6
2019-05-05 23:32:28,0.9109999999999999,10,6
2019-05-05 23:32:31,0.8859999999999999,8,6
2019-05-05 23:32:37,0.884,8,6
2019-05-05 23:32:41,0.907,6,6
2019-05-05 23:32:44,0.882,9,6
2019-05-05 23:32:48,0.961,8,6
2019-05-05 23:32:51,0.9420000000000001,7,6
2019-05-05 23:32:54,0.8690000000000001,7,6
2019-05-05 23:32:58,0.9229999999999999,10,6
2019-05-05 23:33:02,0.929,9,6
2019-05-05 23:33:06,0.894,7,6
2019-05-05 23:33:09,0.905,10,6
2019-05-05 23:33:32,0.902,8,6
2019-05-05 23:33:36,0.919,9,6
2019-05-05 23:33:39,0.93,10,6
2019-05-05 23:33:42,0.975,9,6
2019-05-05 23:33:46,0.912,9,6
2019-05-05 23:33:49,0.9229999999999999,9,6
2019-05-05 23:33:52,0.902,8,6
2019-05-05 23:33:55,0.9159999999999999,8,6
2019-05-05 23:33:58,0.857,8,6
2019-05-05 23:34:01,0.862,9,6
2019-05-05 23:34:07,0.7659999999999999,9,6
2019-05-05 23:34:11,0.873,10,6
2019-05-05 23:34:14,0.922,10,6
2019-05-05 23:34:18,0.955,9,6
2019-05-05 23:34:21,0.993,7,6
2019-05-05 23:34:24,0.887,8,6
2019-05-05 23:34:28,0.924,9,6
2019-05-05 23:34:32,0.9359999999999999,8,6
2019-05-05 23:34:36,0.9279999999999999,6,6
2019-05-05 23:34:39,0.91,7,6
2019-05-05 23:35:03,0.91,9,6
2019-05-05 23:35:06,0.9309999999999999,9,6
2019-05-05 23:35:09,0.97,8,6
2019-05-05 23:35:12,0.96,8,6
2019-05-05 23:35:16,0.915,10,6
2019-05-05 23:35:19,0.943,8,6
2019-05-05 23:35:22,0.853,9,6
2019-05-05 23:35:25,0.856,9,6
2019-05-05 23:35:28,0.765,9,6
2019-05-05 23:35:31,0.867,8,6
2019-05-05 23:35:37,0.975,10,6
2019-05-05 23:35:41,0.9490000000000001,8,6
2019-05-05 23:35:44,0.892,10,6
2019-05-05 23:35:48,0.946,10,6
2019-05-05 23:35:51,0.935,9,6
2019-05-05 23:35:54,0.9009999999999999,8,6
2019-05-05 23:35:58,0.973,7,6
2019-05-05 23:36:02,0.9009999999999999,8,6
2019-05-05 23:36:06,0.956,7,6
2019-05-05 23:36:09,0.915,8,6
2019-05-05 23:36:33,0.903,7,6
2019-05-05 23:36:36,0.858,6,6
2019-05-05 23:36:39,0.946,7,6
2019-05-05 23:36:42,0.92,8,6
2019-05-05 23:36:46,0.9490000000000001,7,6
2019-05-05 23:36:49,0.9540000000000001,9,6
2019-05-05 23:36:52,0.9179999999999999,9,6
2019-05-05 23:36:55,0.927,9,6
2019-05-05 23:36:58,0.9740000000000001,9,6
2019-05-05 23:37:01,0.9059999999999999,8,6
2019-05-05 23:37:08,0.9209999999999999,8,6
2019-05-05 23:37:12,0.987,7,6
2019-05-05 23:37:14,0.9209999999999999,9,6
2019-05-05 23:37:18,0.951,8,6
2019-05-05 23:37:21,0.927,8,6
2019-05-05 23:37:25,0.937,9,6
2019-05-05 23:37:28,0.8859999999999999,7,6
2019-05-05 23:37:32,0.892,7,6
2019-05-05 23:37:36,0.976,8,6
2019-05-05 23:37:39,0.9329999999999999,8,6
2019-05-05 23:38:03,0.9329999999999999,8,6
2019-05-05 23:38:06,0.919,9,6
2019-05-05 23:38:09,0.955,10,6
2019-05-05 23:38:12,0.941,10,6
2019-05-05 23:38:16,0.9209999999999999,10,6
2019-05-05 23:38:19,0.956,9,6
2019-05-05 23:38:22,0.968,9,6
2019-05-05 23:38:25,0.956,10,6
2019-05-05 23:38:28,0.9640000000000001,9,6
2019-05-05 23:38:31,0.9670000000000001,7,6
2019-05-05 23:38:38,0.978,8,6
2019-05-05 23:38:42,0.953,7,6
2019-05-05 23:38:44,0.902,8,6
2019-05-05 23:38:48,0.951,8,6
2019-05-05 23:38:51,0.966,7,6
2019-05-05 23:38:54,0.9840000000000001,7,6
2019-05-05 23:38:58,0.9640000000000001,8,6
2019-05-05 23:39:02,0.95,8,6
2019-05-05 23:39:06,0.972,9,6
2019-05-05 23:39:09,0.9109999999999999,8,6
2019-05-05 23:39:33,0.905,8,6
2019-05-05 23:39:36,0.955,7,6
2019-05-05 23:39:39,0.932,8,6
2019-05-05 23:39:42,0.9390000000000001,9,6
2019-05-05 23:39:46,0.93,7,6
2019-05-05 23:39:49,0.9109999999999999,10,6
2019-05-05 23:39:55,0.956,8,6
2019-05-05 23:39:58,0.965,7,6
2019-05-05 23:40:01,0.9390000000000001,9,6
2019-05-05 23:40:08,0.9279999999999999,8,6
2019-05-05 23:40:12,0.9590000000000001,9,6
2019-05-05 23:40:18,0.9359999999999999,10,6
2019-05-05 23:40:21,0.966,10,6
2019-05-05 23:40:24,0.937,9,6
2019-05-05 23:40:28,0.938,8,6
2019-05-05 23:40:36,0.976,10,6
2019-05-05 23:40:39,0.981,10,6
2019-05-05 23:41:03,0.934,9,6
2019-05-05 23:41:06,0.972,8,6
2019-05-05 23:41:09,0.996,8,6
2019-05-05 23:41:16,0.9790000000000001,7,6
2019-05-05 23:41:19,0.897,8,6
2019-05-05 23:41:25,0.863,7,6
2019-05-05 23:41:28,0.8190000000000001,8,6
2019-05-05 23:41:31,0.862,9,6
2019-05-05 23:41:38,0.9590000000000001,7,6
2019-05-05 23:41:42,0.97,7,6
2019-05-05 23:41:48,0.948,8,6
2019-05-05 23:41:51,0.948,9,6
2019-05-05 23:41:55,0.9640000000000001,9,6
2019-05-05 23:41:58,0.924,9,6
2019-05-05 23:42:06,0.9309999999999999,9,6
2019-05-05 23:42:09,0.9590000000000001,8,6
2019-05-05 23:42:33,0.9790000000000001,6,6
2019-05-05 23:42:36,0.9740000000000001,6,6
2019-05-05 23:42:39,0.958,9,6
2019-05-05 23:42:46,0.97,7,6
2019-05-05 23:42:49,0.981,8,6
2019-05-05 23:42:55,0.968,8,6
2019-05-05 23:42:58,0.9590000000000001,9,6
2019-05-05 23:43:01,0.9079999999999999,7,6
2019-05-05 23:43:08,0.9179999999999999,8,6
2019-05-05 23:43:12,0.945,7,6
2019-05-05 23:43:18,0.9790000000000001,7,6
2019-05-05 23:43:21,0.987,7,6
2019-05-05 23:43:24,0.953,9,6
2019-05-05 23:43:28,0.965,9,6
2019-05-05 23:43:36,0.995,8,6
2019-05-05 23:43:39,0.9329999999999999,8,6
2019-05-05 23:44:03,0.919,9,6
2019-05-05 23:44:06,0.9520000000000001,7,6
2019-05-05 23:44:09,0.976,8,6
2019-05-05 23:44:16,0.9420000000000001,7,6
2019-05-05 23:44:19,0.98,7,6
2019-05-05 23:44:25,0.897,9,6
2019-05-05 23:44:28,0.963,8,6
2019-05-05 23:44:31,0.935,8,6
2019-05-05 23:44:38,0.932,6,6
2019-05-05 23:44:42,0.93,9,6
2019-05-05 23:44:48,0.9279999999999999,9,6
2019-05-05 23:44:51,0.992,10,6
2019-05-05 23:44:54,0.9329999999999999,8,6
2019-05-05 23:44:58,0.94,8,6
2019-05-05 23:45:06,0.887,8,6
2019-05-05 23:45:09,0.975,9,6
2019-05-05 23:45:33,0.897,8,6
2019-05-05 23:45:37,0.8220000000000001,9,6
2019-05-05 23:45:39,0.97,9,6
2019-05-05 23:45:46,0.945,8,6
2019-05-05 23:45:49,0.987,8,6
2019-05-05 23:45:55,0.9590000000000001,8,6
2019-05-05 23:45:58,0.946,8,6
2019-05-05 23:46:01,0.95,6,6
2019-05-05 23:46:08,0.9640000000000001,9,6
2019-05-05 23:46:12,0.91,9,6
2019-05-05 23:46:18,0.912,8,6
2019-05-05 23:46:21,0.838,9,6
2019-05-05 23:46:24,0.907,9,6
2019-05-05 23:46:28,0.971,9,6
2019-05-05 23:46:36,0.9259999999999999,9,6
2019-05-05 23:46:39,0.9490000000000001,9,6
2019-05-05 23:47:03,0.9279999999999999,8,6
2019-05-05 23:47:07,0.922,7,6
2019-05-05 23:47:09,0.845,9,6
2019-05-05 23:47:16,0.905,8,6
2019-05-05 23:47:19,0.9840000000000001,9,6
2019-05-05 23:47:25,0.873,8,6
2019-05-05 23:47:28,0.898,9,6
2019-05-05 23:47:31,0.953,8,6
2019-05-05 23:47:38,0.9790000000000001,9,6
2019-05-05 23:47:42,0.9359999999999999,9,6
2019-05-05 23:47:48,0.924,8,6
2019-05-05 23:47:51,0.9640000000000001,9,6
2019-05-05 23:47:54,0.9670000000000001,7,6
2019-05-05 23:47:58,0.9309999999999999,7,6
2019-05-05 23:48:06,0.9109999999999999,7,6
2019-05-05 23:48:09,0.9540000000000001,8,6
2019-05-05 23:48:33,0.9520000000000001,9,6
2019-05-05 23:48:37,0.977,7,6
2019-05-05 23:48:39,0.995,9,6
2019-05-05 23:48:46,0.9520000000000001,8,6
2019-05-05 23:48:49,0.991,9,6
2019-05-05 23:48:55,0.9890000000000001,8,6
2019-05-05 23:48:58,0.9209999999999999,9,6
2019-05-05 23:49:01,0.94,9,6
2019-05-05 23:49:08,0.902,6,6
2019-05-05 23:49:12,0.9890000000000001,6,6
2019-05-05 23:49:18,0.9790000000000001,8,6
2019-05-05 23:49:21,0.927,8,6
2019-05-05 23:49:25,0.9520000000000001,8,6
2019-05-05 23:49:28,0.93,8,6
2019-05-05 23:49:36,0.968,7,6
2019-05-05 23:49:39,0.9179999999999999,8,6
2019-05-05 23:50:03,0.956,7,6
2019-05-05 23:50:07,0.958,9,6
2019-05-05 23:50:09,0.9329999999999999,9,6
2019-05-05 23:50:16,0.902,8,6
2019-05-05 23:50:19,0.9790000000000001,9,6
2019-05-05 23:50:25,0.903,8,6
2019-05-05 23:50:28,0.9740000000000001,8,6
2019-05-05 23:50:31,0.893,9,6
2019-05-05 23:50:38,0.935,7,6
2019-05-05 23:50:42,0.9279999999999999,9,6
2019-05-05 23:50:48,0.9670000000000001,9,6
2019-05-05 23:50:51,0.993,9,6
2019-05-05 23:50:54,0.912,7,6
2019-05-05 23:50:58,0.8959999999999999,9,6
2019-05-05 23:51:06,0.925,8,6
2019-05-05 23:51:09,0.951,9,6
2019-05-05 23:51:33,0.9470000000000001,8,6
2019-05-05 23:51:37,0.938,9,6
2019-05-05 23:51:39,0.981,9,6
2019-05-05 23:51:46,0.99,8,6
2019-05-05 23:51:49,0.905,8,6
2019-05-05 23:51:55,0.9390000000000001,8,6
2019-05-05 23:51:58,0.924,8,6
2019-05-05 23:52:01,0.945,8,6
2019-05-05 23:52:08,0.9,8,6
2019-05-05 23:52:12,0.968,8,6
2019-05-05 23:52:18,0.938,8,6
2019-05-05 23:52:21,0.887,9,6
2019-05-05 23:52:25,0.9259999999999999,8,6
2019-05-05 23:52:28,0.9,9,6
2019-05-05 23:52:36,0.9329999999999999,7,6
2019-05-05 23:52:39,0.9259999999999999,7,6
2019-05-05 23:53:03,0.9259999999999999,7,6
2019-05-05 23:53:07,0.98,7,6
2019-05-05 23:53:09,0.9590000000000001,8,6
2019-05-05 23:53:16,0.96,7,6
2019-05-05 23:53:19,0.965,9,6
2019-05-05 23:53:25,0.956,8,6
2019-05-05 23:53:28,0.977,6,6
2019-05-05 23:53:31,0.94,9,6
2019-05-05 23:53:38,0.853,8,6
2019-05-05 23:53:42,0.9590000000000001,10,6
2019-05-05 23:53:48,0.961,9,6
2019-05-05 23:53:51,0.937,9,6
2019-05-05 23:53:54,0.9159999999999999,9,6
2019-05-05 23:53:58,0.96,9,6
2019-05-05 23:54:06,0.9490000000000001,9,6
2019-05-05 23:54:09,0.98,9,6
2019-05-05 23:54:33,0.95,7,6
2019-05-05 23:54:37,0.9570000000000001,7,6
2019-05-05 23:54:39,0.97,8,6
2019-05-05 23:54:46,0.951,8,6
2019-05-05 23:54:49,0.9840000000000001,9,6
2019-05-05 23:54:55,0.99,9,6
2019-05-05 23:54:58,0.9420000000000001,9,6
2019-05-05 23:55:01,0.94,8,6
2019-05-05 23:55:08,0.94,10,6
2019-05-05 23:55:12,0.904,9,6
2019-05-05 23:55:18,0.9079999999999999,10,6
2019-05-05 23:55:21,0.961,10,6
2019-05-05 23:55:24,0.93,7,6
2019-05-05 23:55:28,0.961,8,6
2019-05-05 23:55:36,0.976,8,6
2019-05-05 23:55:39,0.961,8,6
2019-05-05 23:56:03,0.93,7,6
2019-05-05 23:56:07,0.9390000000000001,7,6
2019-05-05 23:56:09,0.9640000000000001,8,6
2019-05-05 23:56:16,0.958,8,6
2019-05-05 23:56:19,0.973,8,6
2019-05-05 23:56:25,0.925,8,6
2019-05-05 23:56:28,0.943,6,6
2019-05-05 23:56:31,0.968,7,6
2019-05-05 23:56:38,0.924,7,6
2019-05-05 23:56:42,0.909,7,6
2019-05-05 23:56:48,0.885,8,6
2019-05-05 23:56:51,0.94,8,6
2019-05-05 23:56:54,0.898,8,6
2019-05-05 23:56:58,0.925,7,6
2019-05-05 23:57:06,1.0,9,6
2019-05-05 23:57:09,0.924,9,6
2019-05-05 23:57:33,0.9490000000000001,7,6
2019-05-05 23:57:37,0.948,7,6
2019-05-05 23:57:39,0.96,8,6
2019-05-05 23:57:46,0.945,7,6
2019-05-05 23:57:49,0.993,10,6
2019-05-05 23:57:55,0.981,8,6
2019-05-05 23:57:58,0.975,9,6
2019-05-05 23:58:01,0.938,9,6
2019-05-05 23:58:08,0.961,7,6
2019-05-05 23:58:12,0.932,8,6
2019-05-05 23:58:18,0.92,8,6
2019-05-05 23:58:21,0.915,7,6
2019-05-05 23:58:25,0.9229999999999999,7,6
2019-05-05 23:58:28,0.9790000000000001,8,6
2019-05-05 23:58:36,0.9079999999999999,10,6
2019-05-05 23:58:39,0.941,10,6
2019-05-05 23:59:03,0.9209999999999999,8,6
2019-05-05 23:59:07,0.965,8,6
2019-05-05 23:59:09,0.985,9,6
2019-05-05 23:59:16,0.9279999999999999,8,6
2019-05-05 23:59:19,0.99,9,6
2019-05-05 23:59:25,0.925,8,6
2019-05-05 23:59:28,0.9570000000000001,8,6
2019-05-05 23:59:31,0.9590000000000001,8,6
2019-05-05 23:59:38,0.9620000000000001,7,6
2019-05-05 23:59:42,0.885,10,6
2019-05-05 23:59:48,0.941,10,6
2019-05-05 23:59:51,0.8909999999999999,10,6
2019-05-05 23:59:54,0.9420000000000001,8,6
2019-05-05 23:59:58,0.909,9,6
2019-05-06 00:00:06,0.9390000000000001,9,6
2019-05-06 00:00:09,0.909,9,6
2019-05-06 00:00:34,0.9309999999999999,7,6
2019-05-06 00:00:37,0.958,8,6
2019-05-06 00:00:39,0.993,10,6
2019-05-06 00:00:46,0.9440000000000001,10,6
2019-05-06 00:00:49,0.9520000000000001,9,6
2019-05-06 00:00:55,0.938,9,6
2019-05-06 00:00:58,0.95,9,6
2019-05-06 00:01:01,0.938,8,6
2019-05-06 00:01:08,0.924,9,6
2019-05-06 00:01:12,0.9179999999999999,9,6
2019-05-06 00:01:18,0.976,9,6
2019-05-06 00:01:21,0.94,9,6
2019-05-06 00:01:24,0.831,8,6
2019-05-06 00:01:28,0.897,9,6
2019-05-06 00:01:36,0.972,9,6
2019-05-06 00:01:39,0.895,8,6
2019-05-06 00:02:04,0.9590000000000001,8,6
2019-05-06 00:02:07,0.966,7,6
2019-05-06 00:02:09,0.975,8,6
2019-05-06 00:02:16,0.9640000000000001,8,6
2019-05-06 00:02:19,0.946,8,6
2019-05-06 00:02:25,0.9390000000000001,8,6
2019-05-06 00:02:28,0.9420000000000001,8,6
2019-05-06 00:02:31,0.953,7,6
2019-05-06 00:02:38,0.9640000000000001,9,6
2019-05-06 00:02:42,0.89,10,6
2019-05-06 00:02:48,0.983,8,6
2019-05-06 00:02:51,0.9520000000000001,9,6
2019-05-06 00:02:54,0.615,9,6
2019-05-06 00:02:58,0.887,9,6
2019-05-06 00:03:06,0.981,8,6
2019-05-06 00:03:09,0.9740000000000001,8,6
2019-05-06 00:03:34,0.9620000000000001,7,6
2019-05-06 00:03:37,0.937,6,6
2019-05-06 00:03:39,0.998,7,6
2019-05-06 00:03:46,0.973,8,6
2019-05-06 00:03:49,0.963,8,6
2019-05-06 00:03:55,0.982,7,6
2019-05-06 00:03:58,0.975,7,6
2019-05-06 00:04:01,0.96,8,6
2019-05-06 00:04:08,0.86,9,6
2019-05-06 00:04:12,0.9109999999999999,10,6
2019-05-06 00:04:18,0.9359999999999999,9,6
2019-05-06 00:04:21,0.961,10,6
2019-05-06 00:04:25,0.9359999999999999,7,6
2019-05-06 00:04:28,0.9229999999999999,9,6
2019-05-06 00:04:36,0.9209999999999999,8,6
2019-05-06 00:04:39,0.914,9,6
2019-05-06 00:05:04,0.948,7,6
2019-05-06 00:05:07,0.9540000000000001,7,6
2019-05-06 00:05:09,0.991,9,6
2019-05-06 00:05:16,0.955,8,6
2019-05-06 00:05:19,0.992,8,6
2019-05-06 00:05:25,0.982,6,6
2019-05-06 00:05:28,0.98,8,6
2019-05-06 00:05:31,0.9670000000000001,9,6
2019-05-06 00:05:38,0.9420000000000001,8,6
2019-05-06 00:05:42,0.9740000000000001,8,6
2019-05-06 00:05:48,0.905,8,6
2019-05-06 00:05:51,0.945,7,6
2019-05-06 00:05:54,0.899,7,6
2019-05-06 00:05:58,0.9620000000000001,7,6
2019-05-06 00:06:06,0.924,8,6
2019-05-06 00:06:09,0.8809999999999999,8,6
2019-05-06 00:06:34,0.9329999999999999,8,6
2019-05-06 00:06:37,0.93,7,6
2019-05-06 00:06:39,0.978,10,6
2019-05-06 00:06:46,0.9420000000000001,8,6
2019-05-06 00:06:49,0.965,10,6
2019-05-06 00:06:55,0.9520000000000001,9,6
2019-05-06 00:06:58,0.9390000000000001,8,6
2019-05-06 00:07:01,0.961,8,6
2019-05-06 00:07:08,0.932,9,6
2019-05-06 00:07:12,0.9440000000000001,9,6
2019-05-06 00:07:18,0.9359999999999999,10,6
2019-05-06 00:07:21,0.946,9,6
2019-05-06 00:07:24,0.965,9,6
2019-05-06 00:07:28,0.958,9,6
2019-05-06 00:07:36,0.909,9,6
2019-05-06 00:07:39,0.9490000000000001,9,6
2019-05-06 00:08:04,0.935,9,6
2019-05-06 00:08:07,0.937,8,6
2019-05-06 00:08:09,0.983,10,6
2019-05-06 00:08:16,0.963,9,6
2019-05-06 00:08:19,0.998,9,6
2019-05-06 00:08:26,0.993,9,6
2019-05-06 00:08:28,0.953,9,6
2019-05-06 00:08:31,0.973,10,6
2019-05-06 00:08:38,0.9329999999999999,8,6
2019-05-06 00:08:42,0.9309999999999999,9,6
2019-05-06 00:08:48,0.97,10,6
2019-05-06 00:08:51,0.9640000000000001,9,6
2019-05-06 00:08:54,0.96,9,6
2019-05-06 00:08:58,0.9570000000000001,10,6
2019-05-06 00:09:06,0.92,8,6
2019-05-06 00:09:09,0.92,9,6
2019-05-06 00:09:34,0.9540000000000001,7,6
2019-05-06 00:09:37,0.9359999999999999,8,6
2019-05-06 00:09:39,0.991,8,6
2019-05-06 00:09:46,0.953,7,6
2019-05-06 00:09:49,0.993,8,6
2019-05-06 00:09:55,0.9990000000000001,7,6
2019-05-06 00:09:58,0.9490000000000001,9,6
2019-05-06 00:10:01,0.9540000000000001,9,6
2019-05-06 00:10:08,0.9309999999999999,8,6
2019-05-06 00:10:12,0.968,9,6
2019-05-06 00:10:18,0.9179999999999999,9,6
2019-05-06 00:10:21,0.897,10,6
2019-05-06 00:10:24,0.8859999999999999,8,6
2019-05-06 00:10:28,0.912,10,6
2019-05-06 00:10:36,0.9570000000000001,6,6
2019-05-06 00:10:39,0.914,8,6
2019-05-06 00:11:04,0.9259999999999999,7,6
2019-05-06 00:11:07,0.9890000000000001,6,6
2019-05-06 00:11:09,0.9359999999999999,9,6
2019-05-06 00:11:16,0.929,7,6
2019-05-06 00:11:19,0.978,8,6
2019-05-06 00:11:26,0.965,9,6
2019-05-06 00:11:28,0.956,7,6
2019-05-06 00:11:31,0.945,9,6
2019-05-06 00:11:39,0.932,9,6
2019-05-06 00:11:42,0.9520000000000001,10,6
2019-05-06 00:11:48,0.963,9,6
2019-05-06 00:11:51,0.9640000000000001,10,6
2019-05-06 00:11:54,0.909,7,6
2019-05-06 00:11:58,0.9359999999999999,9,6
2019-05-06 00:12:06,0.895,7,6
2019-05-06 00:12:09,0.9259999999999999,9,6
2019-05-06 00:12:34,0.932,9,6
2019-05-06 00:12:37,0.948,8,6
2019-05-06 00:12:39,0.96,9,6
2019-05-06 00:12:46,0.955,8,6
2019-05-06 00:12:49,0.98,9,6
2019-05-06 00:12:55,0.97,8,6
2019-05-06 00:12:58,0.9359999999999999,9,6
2019-05-06 00:13:01,0.9309999999999999,8,6
2019-05-06 00:13:09,0.9209999999999999,7,6
2019-05-06 00:13:12,0.907,8,6
2019-05-06 00:13:18,0.945,9,6
2019-05-06 00:13:21,0.917,9,6
2019-05-06 00:13:24,0.9620000000000001,9,6
2019-05-06 00:13:28,0.9179999999999999,10,6
2019-05-06 00:13:36,0.9279999999999999,8,6
2019-05-06 00:13:39,0.9570000000000001,9,6
2019-05-06 00:14:04,0.94,8,6
2019-05-06 00:14:07,0.9440000000000001,8,6
2019-05-06 00:14:09,0.972,9,6
2019-05-06 00:14:16,0.9620000000000001,9,6
2019-05-06 00:14:19,0.973,9,6
